uf,tipo_doenca,local_obito,faixa_etaria,sexo,total
MS,SRAG,HOSPITAL,"60 - 69",M,9
MT,OUTRAS,DOMICILIO,"60 - 69",F,64
MT,OUTRAS,DOMICILIO,"60 - 69",M,131
MT,OUTRAS,HOSPITAL,"60 - 69",F,168
MT,OUTRAS,HOSPITAL,"60 - 69",M,283
MT,OUTRAS,IGNORADO,"60 - 69",F,364
MT,OUTRAS,IGNORADO,"60 - 69",M,624
MT,OUTRAS,OUTRO,"60 - 69",F,12
MT,OUTRAS,OUTRO,"60 - 69",M,40
MT,OUTRAS,OUTROS_SERVICOS_SAUDE,"60 - 69",F,1
MT,OUTRAS,OUTROS_SERVICOS_SAUDE,"60 - 69",M,13
MT,OUTRAS,VIA_PUBLICA,"60 - 69",F,4
MT,OUTRAS,VIA_PUBLICA,"60 - 69",M,10
MT,COVID,DOMICILIO,"60 - 69",F,3
MT,COVID,DOMICILIO,"60 - 69",M,1
MT,COVID,HOSPITAL,"60 - 69",F,138
MT,COVID,HOSPITAL,"60 - 69",M,217
MT,COVID,IGNORADO,"60 - 69",F,101
MT,COVID,IGNORADO,"60 - 69",M,180
MT,COVID,OUTRO,"60 - 69",F,3
MT,COVID,OUTRO,"60 - 69",M,2
MT,COVID,OUTROS_SERVICOS_SAUDE,"60 - 69",F,3
MT,COVID,OUTROS_SERVICOS_SAUDE,"60 - 69",M,4
MT,COVID,VIA_PUBLICA,"60 - 69",F,1
MT,INDETERMINADA,DOMICILIO,"60 - 69",M,4
MT,INDETERMINADA,HOSPITAL,"60 - 69",F,1
MT,INDETERMINADA,HOSPITAL,"60 - 69",M,5
MT,INDETERMINADA,IGNORADO,"60 - 69",F,1
MT,INDETERMINADA,IGNORADO,"60 - 69",M,3
MT,INDETERMINADA,OUTRO,"60 - 69",M,1
MT,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"60 - 69",F,7
MT,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"60 - 69",M,9
MT,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",F,34
MT,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",M,40
MT,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"60 - 69",F,21
MT,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"60 - 69",M,24
MT,INSUFICIENCIA_RESPIRATORIA,OUTRO,"60 - 69",F,1
MT,INSUFICIENCIA_RESPIRATORIA,OUTRO,"60 - 69",M,1
MT,PNEUMONIA,DOMICILIO,"60 - 69",F,2
MT,PNEUMONIA,DOMICILIO,"60 - 69",M,4
MT,PNEUMONIA,HOSPITAL,"60 - 69",F,47
MT,PNEUMONIA,HOSPITAL,"60 - 69",M,80
MT,PNEUMONIA,IGNORADO,"60 - 69",F,16
MT,PNEUMONIA,IGNORADO,"60 - 69",M,34
MT,PNEUMONIA,OUTRO,"60 - 69",M,5
MT,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,1
MT,SEPTICEMIA,DOMICILIO,"60 - 69",M,2
MT,SEPTICEMIA,HOSPITAL,"60 - 69",F,54
MT,SEPTICEMIA,HOSPITAL,"60 - 69",M,65
MT,SEPTICEMIA,IGNORADO,"60 - 69",F,31
MT,SEPTICEMIA,IGNORADO,"60 - 69",M,30
MT,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,1
MT,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,2
MT,SEPTICEMIA,VIA_PUBLICA,"60 - 69",M,1
MT,SRAG,HOSPITAL,"60 - 69",F,2
MT,SRAG,HOSPITAL,"60 - 69",M,4
MT,SRAG,IGNORADO,"60 - 69",M,4
PA,OUTRAS,DOMICILIO,"60 - 69",F,246
PA,OUTRAS,DOMICILIO,"60 - 69",M,483
PA,OUTRAS,HOSPITAL,"60 - 69",F,395
PA,OUTRAS,HOSPITAL,"60 - 69",I,1
PA,OUTRAS,HOSPITAL,"60 - 69",M,665
PA,OUTRAS,IGNORADO,"60 - 69",F,6
PA,OUTRAS,IGNORADO,"60 - 69",M,10
PA,OUTRAS,OUTRO,"60 - 69",F,29
PA,OUTRAS,OUTRO,"60 - 69",M,100
PA,OUTRAS,OUTROS_SERVICOS_SAUDE,"60 - 69",F,35
PA,OUTRAS,OUTROS_SERVICOS_SAUDE,"60 - 69",M,87
PA,OUTRAS,VIA_PUBLICA,"60 - 69",F,10
PA,OUTRAS,VIA_PUBLICA,"60 - 69",M,41
PA,COVID,DOMICILIO,"60 - 69",F,14
PA,COVID,DOMICILIO,"60 - 69",M,24
PA,COVID,HOSPITAL,"60 - 69",F,372
PA,COVID,HOSPITAL,"60 - 69",I,1
PA,COVID,HOSPITAL,"60 - 69",M,656
PA,COVID,IGNORADO,"60 - 69",F,1
PA,COVID,IGNORADO,"60 - 69",M,3
PA,COVID,OUTRO,"60 - 69",F,6
PA,COVID,OUTRO,"60 - 69",M,12
PA,COVID,OUTROS_SERVICOS_SAUDE,"60 - 69",F,21
PA,COVID,OUTROS_SERVICOS_SAUDE,"60 - 69",M,38
PA,COVID,VIA_PUBLICA,"60 - 69",F,3
PA,COVID,VIA_PUBLICA,"60 - 69",M,1
PA,INDETERMINADA,DOMICILIO,"60 - 69",F,3
PA,INDETERMINADA,DOMICILIO,"60 - 69",M,10
PA,INDETERMINADA,HOSPITAL,"60 - 69",F,1
PA,INDETERMINADA,HOSPITAL,"60 - 69",M,1
PA,INDETERMINADA,OUTRO,"60 - 69",M,2
PA,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,1
PA,INDETERMINADA,VIA_PUBLICA,"60 - 69",M,3
PA,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"60 - 69",F,22
PA,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"60 - 69",M,49
PA,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",F,157
PA,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",M,223
PA,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"60 - 69",M,1
PA,INSUFICIENCIA_RESPIRATORIA,OUTRO,"60 - 69",F,2
PA,INSUFICIENCIA_RESPIRATORIA,OUTRO,"60 - 69",M,7
PA,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,9
PA,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,22
PA,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"60 - 69",M,1
PA,PNEUMONIA,DOMICILIO,"60 - 69",F,16
PA,PNEUMONIA,DOMICILIO,"60 - 69",M,25
PA,PNEUMONIA,HOSPITAL,"60 - 69",F,214
PA,PNEUMONIA,HOSPITAL,"60 - 69",M,326
PA,PNEUMONIA,OUTRO,"60 - 69",F,1
PA,PNEUMONIA,OUTRO,"60 - 69",M,6
PA,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,14
PA,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,18
PA,PNEUMONIA,VIA_PUBLICA,"60 - 69",M,1
PA,SEPTICEMIA,DOMICILIO,"60 - 69",F,15
PA,SEPTICEMIA,DOMICILIO,"60 - 69",M,20
PA,SEPTICEMIA,HOSPITAL,"60 - 69",F,191
PA,SEPTICEMIA,HOSPITAL,"60 - 69",M,212
PA,SEPTICEMIA,OUTRO,"60 - 69",F,1
PA,SEPTICEMIA,OUTRO,"60 - 69",M,3
PA,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,13
PA,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,23
PA,SRAG,DOMICILIO,"60 - 69",F,10
PA,SRAG,DOMICILIO,"60 - 69",M,22
PA,SRAG,HOSPITAL,"60 - 69",F,39
PA,SRAG,HOSPITAL,"60 - 69",M,88
PA,SRAG,OUTRO,"60 - 69",F,1
PA,SRAG,OUTRO,"60 - 69",M,1
PA,SRAG,OUTROS_SERVICOS_SAUDE,"60 - 69",F,2
PA,SRAG,OUTROS_SERVICOS_SAUDE,"60 - 69",M,10
PB,OUTRAS,DOMICILIO,"60 - 69",F,291
PB,OUTRAS,DOMICILIO,"60 - 69",M,490
PB,OUTRAS,HOSPITAL,"60 - 69",F,427
PB,OUTRAS,HOSPITAL,"60 - 69",M,549
PB,OUTRAS,IGNORADO,"60 - 69",F,2
PB,OUTRAS,OUTRO,"60 - 69",F,12
PB,OUTRAS,OUTRO,"60 - 69",M,35
PB,OUTRAS,OUTROS_SERVICOS_SAUDE,"60 - 69",F,40
PB,OUTRAS,OUTROS_SERVICOS_SAUDE,"60 - 69",M,44
PB,OUTRAS,POSTO_SAUDE,"60 - 69",M,1
PB,OUTRAS,VIA_PUBLICA,"60 - 69",F,9
PB,OUTRAS,VIA_PUBLICA,"60 - 69",M,29
PB,COVID,DOMICILIO,"60 - 69",F,6
PB,COVID,DOMICILIO,"60 - 69",M,4
PB,COVID,HOSPITAL,"60 - 69",F,213
PB,COVID,HOSPITAL,"60 - 69",M,258
PB,COVID,OUTRO,"60 - 69",F,1
PB,COVID,OUTRO,"60 - 69",M,1
PB,COVID,OUTROS_SERVICOS_SAUDE,"60 - 69",F,4
PB,COVID,OUTROS_SERVICOS_SAUDE,"60 - 69",M,6
PB,COVID,POSTO_SAUDE,"60 - 69",M,2
PB,INDETERMINADA,DOMICILIO,"60 - 69",F,2
PB,INDETERMINADA,DOMICILIO,"60 - 69",M,12
PB,INDETERMINADA,HOSPITAL,"60 - 69",F,1
PB,INDETERMINADA,HOSPITAL,"60 - 69",M,3
PB,INDETERMINADA,OUTRO,"60 - 69",F,1
PB,INDETERMINADA,OUTRO,"60 - 69",M,3
PB,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"60 - 69",F,25
PB,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"60 - 69",M,43
PB,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",F,111
PB,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",M,113
PB,INSUFICIENCIA_RESPIRATORIA,OUTRO,"60 - 69",F,4
PB,INSUFICIENCIA_RESPIRATORIA,OUTRO,"60 - 69",M,2
PB,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,6
PB,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,8
PB,INSUFICIENCIA_RESPIRATORIA,POSTO_SAUDE,"60 - 69",F,1
PB,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"60 - 69",M,1
PB,PNEUMONIA,DOMICILIO,"60 - 69",F,12
PB,PNEUMONIA,DOMICILIO,"60 - 69",M,15
PB,PNEUMONIA,HOSPITAL,"60 - 69",F,116
PB,PNEUMONIA,HOSPITAL,"60 - 69",M,165
PB,PNEUMONIA,OUTRO,"60 - 69",F,1
PB,PNEUMONIA,OUTRO,"60 - 69",M,3
PB,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,6
PB,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,6
PB,PNEUMONIA,VIA_PUBLICA,"60 - 69",F,1
PB,SEPTICEMIA,DOMICILIO,"60 - 69",F,10
PB,SEPTICEMIA,DOMICILIO,"60 - 69",M,16
PB,SEPTICEMIA,HOSPITAL,"60 - 69",F,188
PB,SEPTICEMIA,HOSPITAL,"60 - 69",M,198
PB,SEPTICEMIA,IGNORADO,"60 - 69",M,1
PB,SEPTICEMIA,OUTRO,"60 - 69",M,3
PB,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,7
PB,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,13
PB,SEPTICEMIA,POSTO_SAUDE,"60 - 69",M,1
PB,SEPTICEMIA,VIA_PUBLICA,"60 - 69",F,1
PB,SRAG,HOSPITAL,"60 - 69",F,19
PB,SRAG,HOSPITAL,"60 - 69",M,14
PB,SRAG,OUTROS_SERVICOS_SAUDE,"60 - 69",F,2
PB,SRAG,OUTROS_SERVICOS_SAUDE,"60 - 69",M,2
PB,SRAG,VIA_PUBLICA,"60 - 69",M,1
PE,OUTRAS,DOMICILIO,"60 - 69",F,589
PE,OUTRAS,DOMICILIO,"60 - 69",M,1050
PE,OUTRAS,HOSPITAL,"60 - 69",F,1265
PE,OUTRAS,HOSPITAL,"60 - 69",I,1
PE,OUTRAS,HOSPITAL,"60 - 69",M,1556
PE,OUTRAS,IGNORADO,"60 - 69",F,11
PE,OUTRAS,IGNORADO,"60 - 69",M,12
PE,OUTRAS,OUTRO,"60 - 69",F,19
PE,OUTRAS,OUTRO,"60 - 69",M,99
PE,OUTRAS,OUTROS_SERVICOS_SAUDE,"60 - 69",F,83
PE,OUTRAS,OUTROS_SERVICOS_SAUDE,"60 - 69",M,111
PE,OUTRAS,POSTO_SAUDE,"60 - 69",M,1
PE,OUTRAS,VIA_PUBLICA,"60 - 69",F,23
PE,OUTRAS,VIA_PUBLICA,"60 - 69",M,69
PE,COVID,DOMICILIO,"60 - 69",F,5
PE,COVID,DOMICILIO,"60 - 69",M,13
PE,COVID,HOSPITAL,"60 - 69",F,552
PE,COVID,HOSPITAL,"60 - 69",M,720
PE,COVID,IGNORADO,"60 - 69",F,1
PE,COVID,IGNORADO,"60 - 69",M,1
PE,COVID,OUTRO,"60 - 69",M,3
PE,COVID,OUTROS_SERVICOS_SAUDE,"60 - 69",F,8
PE,COVID,OUTROS_SERVICOS_SAUDE,"60 - 69",M,17
PE,COVID,POSTO_SAUDE,"60 - 69",M,1
PE,COVID,SAMU,"60 - 69",F,1
PE,COVID,VIA_PUBLICA,"60 - 69",F,1
PE,INDETERMINADA,DOMICILIO,"60 - 69",F,11
PE,INDETERMINADA,DOMICILIO,"60 - 69",M,24
PE,INDETERMINADA,HOSPITAL,"60 - 69",F,24
PE,INDETERMINADA,HOSPITAL,"60 - 69",M,15
PE,INDETERMINADA,IGNORADO,"60 - 69",M,1
PE,INDETERMINADA,OUTRO,"60 - 69",F,1
PE,INDETERMINADA,OUTRO,"60 - 69",M,7
PE,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,1
PE,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,4
PE,INDETERMINADA,VIA_PUBLICA,"60 - 69",M,1
PE,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"60 - 69",F,59
PE,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"60 - 69",M,61
PE,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",F,231
PE,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",M,260
PE,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"60 - 69",F,2
PE,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"60 - 69",M,4
PE,INSUFICIENCIA_RESPIRATORIA,OUTRO,"60 - 69",F,1
PE,INSUFICIENCIA_RESPIRATORIA,OUTRO,"60 - 69",M,3
PE,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,18
PE,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,8
PE,INSUFICIENCIA_RESPIRATORIA,POSTO_SAUDE,"60 - 69",M,1
PE,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"60 - 69",M,4
PE,PNEUMONIA,DOMICILIO,"60 - 69",F,24
PE,PNEUMONIA,DOMICILIO,"60 - 69",M,36
PE,PNEUMONIA,HOSPITAL,"60 - 69",F,277
PE,PNEUMONIA,HOSPITAL,"60 - 69",M,368
PE,PNEUMONIA,OUTRO,"60 - 69",F,6
PE,PNEUMONIA,OUTRO,"60 - 69",M,1
PE,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,12
PE,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,6
PE,PNEUMONIA,VIA_PUBLICA,"60 - 69",M,1
PE,SEPTICEMIA,DOMICILIO,"60 - 69",F,22
PE,SEPTICEMIA,DOMICILIO,"60 - 69",M,45
PE,SEPTICEMIA,HOSPITAL,"60 - 69",F,703
PE,SEPTICEMIA,HOSPITAL,"60 - 69",M,842
PE,SEPTICEMIA,IGNORADO,"60 - 69",F,2
PE,SEPTICEMIA,IGNORADO,"60 - 69",M,4
PE,SEPTICEMIA,OUTRO,"60 - 69",M,4
PE,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,13
PE,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,18
PE,SEPTICEMIA,VIA_PUBLICA,"60 - 69",F,1
PE,SRAG,DOMICILIO,"60 - 69",F,23
PE,SRAG,DOMICILIO,"60 - 69",M,43
PE,SRAG,HOSPITAL,"60 - 69",F,307
PE,SRAG,HOSPITAL,"60 - 69",M,388
PE,SRAG,OUTRO,"60 - 69",F,1
PE,SRAG,OUTRO,"60 - 69",M,3
PE,SRAG,OUTROS_SERVICOS_SAUDE,"60 - 69",F,16
PE,SRAG,OUTROS_SERVICOS_SAUDE,"60 - 69",M,22
PE,SRAG,VIA_PUBLICA,"60 - 69",M,1
PI,OUTRAS,DOMICILIO,"60 - 69",F,144
PI,OUTRAS,DOMICILIO,"60 - 69",M,268
PI,OUTRAS,HOSPITAL,"60 - 69",F,181
PI,OUTRAS,HOSPITAL,"60 - 69",M,244
PI,OUTRAS,IGNORADO,"60 - 69",F,1
PI,OUTRAS,IGNORADO,"60 - 69",M,1
PI,OUTRAS,OUTRO,"60 - 69",F,8
PI,OUTRAS,OUTRO,"60 - 69",M,16
PI,OUTRAS,OUTROS_SERVICOS_SAUDE,"60 - 69",F,4
PI,OUTRAS,OUTROS_SERVICOS_SAUDE,"60 - 69",M,8
PI,OUTRAS,VIA_PUBLICA,"60 - 69",F,1
PI,OUTRAS,VIA_PUBLICA,"60 - 69",M,14
PI,COVID,DOMICILIO,"60 - 69",F,3
PI,COVID,HOSPITAL,"60 - 69",F,107
PI,COVID,HOSPITAL,"60 - 69",M,146
PI,COVID,OUTRO,"60 - 69",F,1
PI,COVID,OUTROS_SERVICOS_SAUDE,"60 - 69",F,1
PI,COVID,OUTROS_SERVICOS_SAUDE,"60 - 69",M,1
PI,COVID,VIA_PUBLICA,"60 - 69",M,1
PI,INDETERMINADA,DOMICILIO,"60 - 69",M,5
PI,INDETERMINADA,HOSPITAL,"60 - 69",M,1
PI,INDETERMINADA,VIA_PUBLICA,"60 - 69",M,1
PI,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"60 - 69",F,28
PI,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"60 - 69",M,39
PI,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",F,50
PI,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",M,71
PI,INSUFICIENCIA_RESPIRATORIA,OUTRO,"60 - 69",F,2
PI,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,2
PI,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"60 - 69",M,4
PI,PNEUMONIA,DOMICILIO,"60 - 69",F,9
PI,PNEUMONIA,DOMICILIO,"60 - 69",M,14
PI,PNEUMONIA,HOSPITAL,"60 - 69",F,69
PI,PNEUMONIA,HOSPITAL,"60 - 69",I,1
PI,PNEUMONIA,HOSPITAL,"60 - 69",M,86
PI,PNEUMONIA,OUTRO,"60 - 69",M,1
PI,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,2
PI,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,1
PI,SEPTICEMIA,DOMICILIO,"60 - 69",F,5
PI,SEPTICEMIA,DOMICILIO,"60 - 69",M,12
PI,SEPTICEMIA,HOSPITAL,"60 - 69",F,78
PI,SEPTICEMIA,HOSPITAL,"60 - 69",M,92
PI,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,1
PI,SRAG,DOMICILIO,"60 - 69",F,1
PI,SRAG,HOSPITAL,"60 - 69",F,4
PI,SRAG,HOSPITAL,"60 - 69",M,7
PR,OUTRAS,AMBULANCIA,"60 - 69",F,1
PR,OUTRAS,DOMICILIO,"60 - 69",F,700
PR,OUTRAS,DOMICILIO,"60 - 69",I,1
PR,OUTRAS,DOMICILIO,"60 - 69",M,1282
PR,OUTRAS,HOSPITAL,"60 - 69",F,1541
PR,OUTRAS,HOSPITAL,"60 - 69",I,2
PR,OUTRAS,HOSPITAL,"60 - 69",M,2212
PR,OUTRAS,IGNORADO,"60 - 69",F,1
PR,OUTRAS,IGNORADO,"60 - 69",M,2
PR,OUTRAS,OUTRO,"60 - 69",F,62
PR,OUTRAS,OUTRO,"60 - 69",M,174
PR,OUTRAS,OUTROS_SERVICOS_SAUDE,"60 - 69",F,107
PR,OUTRAS,OUTROS_SERVICOS_SAUDE,"60 - 69",M,161
PR,OUTRAS,POSTO_SAUDE,"60 - 69",F,4
PR,OUTRAS,POSTO_SAUDE,"60 - 69",M,3
PR,OUTRAS,VIA_PUBLICA,"60 - 69",F,19
PR,OUTRAS,VIA_PUBLICA,"60 - 69",M,91
PR,COVID,DOMICILIO,"60 - 69",F,17
PR,COVID,DOMICILIO,"60 - 69",M,24
PR,COVID,HOSPITAL,"60 - 69",F,548
PR,COVID,HOSPITAL,"60 - 69",M,889
PR,COVID,IGNORADO,"60 - 69",M,1
PR,COVID,OUTRO,"60 - 69",F,13
PR,COVID,OUTRO,"60 - 69",M,17
PR,COVID,OUTROS_SERVICOS_SAUDE,"60 - 69",F,10
PR,COVID,OUTROS_SERVICOS_SAUDE,"60 - 69",M,27
PR,COVID,VIA_PUBLICA,"60 - 69",M,2
PR,INDETERMINADA,DOMICILIO,"60 - 69",F,20
PR,INDETERMINADA,DOMICILIO,"60 - 69",M,31
PR,INDETERMINADA,HOSPITAL,"60 - 69",F,3
PR,INDETERMINADA,HOSPITAL,"60 - 69",M,5
PR,INDETERMINADA,OUTRO,"60 - 69",F,1
PR,INDETERMINADA,OUTRO,"60 - 69",M,3
PR,INDETERMINADA,VIA_PUBLICA,"60 - 69",M,3
PR,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"60 - 69",F,49
PR,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"60 - 69",M,58
PR,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",F,247
PR,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",I,1
PR,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",M,332
PR,INSUFICIENCIA_RESPIRATORIA,OUTRO,"60 - 69",F,8
PR,INSUFICIENCIA_RESPIRATORIA,OUTRO,"60 - 69",M,5
PR,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,7
PR,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,19
PR,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"60 - 69",M,2
PR,PNEUMONIA,DOMICILIO,"60 - 69",F,12
PR,PNEUMONIA,DOMICILIO,"60 - 69",M,24
PR,PNEUMONIA,HOSPITAL,"60 - 69",F,454
PR,PNEUMONIA,HOSPITAL,"60 - 69",M,728
PR,PNEUMONIA,OUTRO,"60 - 69",F,4
PR,PNEUMONIA,OUTRO,"60 - 69",M,5
PR,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,15
PR,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,7
PR,PNEUMONIA,VIA_PUBLICA,"60 - 69",F,1
PR,PNEUMONIA,VIA_PUBLICA,"60 - 69",M,1
PR,SEPTICEMIA,DOMICILIO,"60 - 69",F,10
PR,SEPTICEMIA,DOMICILIO,"60 - 69",M,13
PR,SEPTICEMIA,HOSPITAL,"60 - 69",F,593
PR,SEPTICEMIA,HOSPITAL,"60 - 69",M,766
PR,SEPTICEMIA,IGNORADO,"60 - 69",F,1
PR,SEPTICEMIA,IGNORADO,"60 - 69",M,1
PR,SEPTICEMIA,OUTRO,"60 - 69",F,8
PR,SEPTICEMIA,OUTRO,"60 - 69",M,11
PR,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,15
PR,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,16
PR,SRAG,HOSPITAL,"60 - 69",F,19
PR,SRAG,HOSPITAL,"60 - 69",M,32
PR,SRAG,IGNORADO,"60 - 69",M,1
PR,SRAG,OUTRO,"60 - 69",M,1
PR,SRAG,OUTROS_SERVICOS_SAUDE,"60 - 69",F,1
RJ,OUTRAS,DOMICILIO,"60 - 69",F,1143
RJ,OUTRAS,DOMICILIO,"60 - 69",M,2091
RJ,OUTRAS,HOSPITAL,"60 - 69",F,3606
RJ,OUTRAS,HOSPITAL,"60 - 69",I,1
RJ,OUTRAS,HOSPITAL,"60 - 69",M,4471
RJ,OUTRAS,IGNORADO,"60 - 69",F,11
RJ,OUTRAS,IGNORADO,"60 - 69",M,16
RJ,OUTRAS,OUTRO,"60 - 69",F,45
RJ,OUTRAS,OUTRO,"60 - 69",M,165
RJ,OUTRAS,OUTROS_SERVICOS_SAUDE,"60 - 69",F,954
RJ,OUTRAS,OUTROS_SERVICOS_SAUDE,"60 - 69",M,1230
RJ,OUTRAS,VIA_PUBLICA,"60 - 69",F,18
RJ,OUTRAS,VIA_PUBLICA,"60 - 69",M,90
RJ,COVID,DOMICILIO,"60 - 69",F,17
RJ,COVID,DOMICILIO,"60 - 69",M,36
RJ,COVID,HOSPITAL,"60 - 69",F,1818
RJ,COVID,HOSPITAL,"60 - 69",M,2551
RJ,COVID,IGNORADO,"60 - 69",F,2
RJ,COVID,IGNORADO,"60 - 69",M,5
RJ,COVID,OUTRO,"60 - 69",F,7
RJ,COVID,OUTRO,"60 - 69",M,8
RJ,COVID,OUTROS_SERVICOS_SAUDE,"60 - 69",F,190
RJ,COVID,OUTROS_SERVICOS_SAUDE,"60 - 69",M,280
RJ,COVID,VIA_PUBLICA,"60 - 69",F,3
RJ,INDETERMINADA,DOMICILIO,"60 - 69",F,39
RJ,INDETERMINADA,DOMICILIO,"60 - 69",M,73
RJ,INDETERMINADA,HOSPITAL,"60 - 69",F,69
RJ,INDETERMINADA,HOSPITAL,"60 - 69",M,72
RJ,INDETERMINADA,OUTRO,"60 - 69",F,3
RJ,INDETERMINADA,OUTRO,"60 - 69",M,8
RJ,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,35
RJ,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,40
RJ,INDETERMINADA,VIA_PUBLICA,"60 - 69",F,1
RJ,INDETERMINADA,VIA_PUBLICA,"60 - 69",M,4
RJ,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"60 - 69",F,80
RJ,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"60 - 69",M,105
RJ,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",F,692
RJ,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",I,1
RJ,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",M,748
RJ,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"60 - 69",F,1
RJ,INSUFICIENCIA_RESPIRATORIA,OUTRO,"60 - 69",F,3
RJ,INSUFICIENCIA_RESPIRATORIA,OUTRO,"60 - 69",M,7
RJ,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,168
